TABLE_NAME,COLUMN_NAME,DESCRIPTION,DATA_TYPE
ADT_EVENTS,ENC_SERIES_FINANCIAL_CLASS_C,*** Deprecated *** This column is being renamed for accuracy and consistency. The unique ID of the financial classification that corresponds to the primary payer for the associated event. This column will only be set for recurring residential series admissions.,VARCHAR
ADT_EVENTS,ENC_SERIES_FROM_FIN_CLASS_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the financial class of the LTC encounter series HAR prior to this event.,VARCHAR
ADT_EVENTS,ENC_SERIES_FROM_PAYER_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the primary payer of the LTC encounter series HAR prior to this event.,NUMERIC
ADT_EVENTS,ENC_SERIES_FROM_PLAN_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the primary plan of the LTC encounter series HAR prior to this event.,NUMERIC
ADT_EVENTS,ENC_SERIES_HSP_ACCOUNT_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. The unique ID of the hospital account for the associated event. This column will only be set for recurring residential series admissions.,NUMERIC
ADT_EVENTS,ENC_SERIES_IN_FIN_CL_EV_TYP_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the current interpretation of the incoming event type for an LTC Financial Class change.,INTEGER
ADT_EVENTS,ENC_SERIES_IN_PAYER_EV_TYP_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the current interpretation of the incoming event type for an LTC Payer change.,INTEGER
ADT_EVENTS,ENC_SERIES_IN_PLAN_EV_TYP_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the current interpretation of the incoming event type for an LTC plan change.,INTEGER
ADT_EVENTS,ENC_SERIES_OUT_FIN_CL_EV_TYP_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the current interpretation of the outgoing event type for an LTC Financial Class change.,INTEGER
ADT_EVENTS,ENC_SERIES_OUT_PAYER_EV_TYP_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the current interpretation of the outgoing event type for an LTC Payer change.,INTEGER
ADT_EVENTS,ENC_SERIES_OUT_PLAN_EV_TYP_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the current interpretation of the outgoing event type for an LTC plan change.,INTEGER
ADT_EVENTS,ENC_SERIES_PRIMARY_PAYER_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. The unique ID of the responsible primary payer for the associated event. This column will only be set for recurring residential series admissions.,NUMERIC
ADT_EVENTS,ENC_SERIES_PRIMARY_PLAN_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. The unique ID of the responsible primary plan for the associated event. This column will only be set for recurring residential series admissions.,NUMERIC
ADT_EVENTS,ENC_SERIES_TO_FIN_CLASS_C,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the finacial class of the LTC encounter series HAR after this event.,VARCHAR
ADT_EVENTS,ENC_SERIES_TO_PAYER_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the primary payer of the LTC encounter series HAR after this event.,NUMERIC
ADT_EVENTS,ENC_SERIES_TO_PLAN_ID,*** Deprecated *** This column is being renamed for accuracy and consistency. This item stores the primary plan of the LTC encounter series HAR after this event.,NUMERIC
ADT_EVENTS,EVENT_CONVERTED_FLAG_C,Indicates that this event has been converted to another event type.,INTEGER
ADT_EVENTS,EVENT_ID,The unique ID number of the ADT event record.,NUMERIC
ADT_EVENTS,EVENT_SUBTYPE_C,The category value indicating whether the event record has been changed or deleted.,INTEGER
ADT_EVENTS,EVENT_TIME,The instant when the event record was actually created.,DATETIME
ADT_EVENTS,EVENT_TYPE_C,The category value corresponding to the type of the event record.,INTEGER
ADT_EVENTS,EVNT_REVIEW_C,"The review status category number for the event. If empty, then this event never needed review.",INTEGER
ADT_EVENTS,EVT_CANCEL_USER_ID,This Item records the user that cancels an ADT contact.,VARCHAR
ADT_EVENTS,FIRST_IP_IN_IP_YN,This column indicates whether this event represents the first time a patient was admitted with an inpatient base class in an inpatient-type unit.,VARCHAR
ADT_EVENTS,FROM_BASE_CLASS_C,This column contains the base patient class that the patient had prior to this event.,INTEGER
ADT_EVENTS,IN_EVENT_TYPE_C,This column contains the incoming event type as it would currently be interpreted,INTEGER
ADT_EVENTS,IS_LOA_UPDATE_YN,"Indicates whether this event is part of a leave of absence update. 'Y' indicates that the event is part of a leave of absence update, 'N' or NULL indicates it is not.",VARCHAR
ADT_EVENTS,LABOR_STATUS_C,This item holds the L&D status of the encounter at the time of the ADT event.,INTEGER
ADT_EVENTS,LAST_IN_EVENT_ID,The ID number of the last 'transfer in' or 'admission' type record for this bed for the patient CSN of these records.,NUMERIC
ADT_EVENTS,LOA_REASON_C,The leave of absence reason category ID for the event.,INTEGER
ADT_EVENTS,NEXT_OUT_EVENT_ID,The ID number of the next 'transfer out' or 'discharge' type record for this bed for the patient CSN of these records.,NUMERIC
ADT_EVENTS,OFF_LEVEL_CARE_YN,"Stores whether an ADT event is off level of care. This item is only set on the Cosmos host for now. In a future version, it may be set for customer environments too.",VARCHAR
ADT_EVENTS,OFF_SERVICE_YN,"Stores whether an ADT event is off service. This item is only set on the Cosmos host for now. In a future version, it may be set for customer environments too.",VARCHAR
ADT_EVENTS,ORDER_ID,This item is a link to the ORD record directly responsible for generating an ADT event.,NUMERIC
ADT_EVENTS,ORIGINAL_EVENT_ID,"The unique ID of the original event that this event record replaces. If this event record has not been canceled or updated, this column will be equal to the EVENT_ID column. This column is not necessarily equal to the CANC_EVENT_ID column. If the original event has been updated multiple times, then this column will show the ID of the original event, not the ID of the event that was most recently replaced by this record.",NUMERIC
ADT_EVENTS,ORIG_EFF_TIME,The instant when the original subtype record for this event was supposed to have happened.,DATETIME
ADT_EVENTS,ORIG_EVENT_TIME,The instant when the original subtype record for this event was actually created.,DATETIME
ADT_EVENTS,OUT_EVENT_TYPE_C,This column contains the outgoing event type as it would currently be interpreted,INTEGER
ADT_EVENTS,PAT_CLASS_C,The category value corresponding to the classification for the patient of the event record at the effective time.,VARCHAR
ADT_EVENTS,PAT_ENC_CSN_ID,"The unique contact serial number for this contact. This number is unique across all patient encounters in your system. If you use IntraConnect, this is the Unique Contact Identifier (UCI).",NUMERIC
ADT_EVENTS,PAT_ENC_DATE_REAL,*** Deprecated *** The deprecated column's content is no longer available since it is no longer populated in Chronicles. ****** This is a numeric representation of the date of this encounter in your system. The integer portion of the number specifies the date of the encounter. The digits after the decimal point indicate multiple visits on one day.,FLOAT
ADT_EVENTS,PAT_ID,The ID of the patient of the event record at the effective time.,VARCHAR
ADT_EVENTS,PAT_LVL_OF_CARE_C,The category value corresponding to the level of care for the patient of the event record at the effective time.,VARCHAR
ADT_EVENTS,PAT_SERVICE_C,The category value corresponding to the hospital service for the patient of the event record at the effective time.,VARCHAR
ADT_EVENTS,PREV_EVENT_ID,"*** Deprecated *** In table ADT_EVENTS, the column PREV_EVENT_ID (ADT/1130) has been deprecated. Use column ADT_EVENTS.XFER_EVENT_ID to find the previous event for a transfer in event. Use columns ADT_EVENTS.PAT_ENC_CSN_ID and ADT_EVENTS.SEQ_NUM_IN_ENC-1 (value of ADT_EVENTS.SEQ_NUM_IN_ENC minus one) to find the previous event for a patient update event. For patient update events and transfer in events, this column contains the ID of the previous non-canceled ADT event by effective time. You can use this previous event to determine the pre-update or pre-transfer values for a given event. For example, look at the previous event to determine if an event changed the patient's patient class.",NUMERIC
ADT_EVENTS,PREV_UPD_EFF_TIME,The instant when the last previous update subtype record for this event was supposed to have happened.,DATETIME
ADT_EVENTS,PREV_UPD_EVNT_TIME,The instant when the last previous update subtype record for this event was actually created.,DATETIME
ADT_EVENTS,REASON_C,The category value corresponding to the reason the event record was undone or corrected.,VARCHAR
ADT_EVENTS,REVIEW_DTTM,The date and time when this event was reviewed by the user.,DATETIME
ADT_EVENTS,REVIEW_USER_ID,The unique ID of the user who reviewed this event.,VARCHAR
ADT_EVENTS,ROOM_CSN_ID,The serial number for the room contact of the event record. This number is unique across all room contacts in the system.,NUMERIC
ADT_EVENTS,ROOM_ID,The ID number of the room of the event record at the effective time.,VARCHAR
ADT_EVENTS,SEQ_NUM_IN_BED_MIN,This column contains a sequence number to identify the correct order of events when multiple events for the same bed are effective within the same minute.,NUMERIC
ADT_EVENTS,SEQ_NUM_IN_ENC,This column contains the sequence number for this event within a patient encounter. You can use this number to determine the order of events for a particular encounter. Only non-canceled events are included within this sequence.,NUMERIC
ADT_EVENTS,SOURCE_LOC_EVNT_ID,"The unique ID of the Patient Location event that generated this Admission, Discharge, Transfer, or Leave of Absence (ADT) event. This signifies that this ADT event was created from a Patient Location update.",NUMERIC
ADT_EVENTS,SPLIT_ACCT_FINANCIAL_CLASS_C,The category ID of the financial classification that corresponds to the primary payer for the associated event. This column will only be set for admissions enabled for split accounts.,VARCHAR
ADT_EVENTS,SPLIT_ACCT_FROM_FIN_CLASS_C,The category ID of the financial class prior to this event.,VARCHAR
ADT_EVENTS,SPLIT_ACCT_FROM_PAYER_ID,The unique ID of the payer prior this event.,NUMERIC
ADT_EVENTS,SPLIT_ACCT_FROM_PLAN_ID,The unique ID of the plan prior to this event.,NUMERIC
ADT_EVENTS,SPLIT_ACCT_HSP_ACCOUNT_ID,The unique ID of the hospital account for the associated event. This column will only be set for admissions enabled for split accounts.,NUMERIC
ADT_EVENTS,SPLIT_ACCT_IN_FIN_CL_EV_TYP_C,The event type category ID of the incoming financial class for this event.,INTEGER
ADT_EVENTS,SPLIT_ACCT_IN_PAYER_EV_TYP_C,The unique ID of the incoming payer for this event.,INTEGER
ADT_EVENTS,SPLIT_ACCT_IN_PLAN_EV_TYP_C,The unique ID of the incoming payer for this event.,INTEGER
ADT_EVENTS,SPLIT_ACCT_OUT_FIN_CL_EV_TYP_C,The event type category ID of the outgoing financial class for this event.,INTEGER
ADT_EVENTS,SPLIT_ACCT_OUT_PAYER_EV_TYP_C,The unique ID of the outgoing payer for this event.,INTEGER
ADT_EVENTS,SPLIT_ACCT_OUT_PLAN_EV_TYP_C,The unique ID of the outgoing payer for this event.,INTEGER
ADT_EVENTS,SPLIT_ACCT_PRIMARY_PAYER_ID,The unique ID of the responsible primary payer for the associated event. This column will only be set for admissions enabled for split accounts.,NUMERIC
ADT_EVENTS,SPLIT_ACCT_PRIMARY_PLAN_ID,The unique ID of the responsible primary plan for the associated event. This column will only be set for admissions enabled for split accounts.,NUMERIC
ADT_EVENTS,SPLIT_ACCT_TO_FIN_CLASS_C,The category ID of the financial class after this event.,VARCHAR
ADT_EVENTS,SPLIT_ACCT_TO_PAYER_ID,The unique ID of the payer after this event.,NUMERIC
ADT_EVENTS,SPLIT_ACCT_TO_PLAN_ID,The unique ID of the plan after this event.,NUMERIC
ADT_EVENTS,STATUS_OF_BED_C,The category value corresponding to the status of the bed of the event record at the event timestamp.,VARCHAR
ADT_EVENTS,SWAP_EVENT_ID,The ID number of the 'transfer in' event type event record which with this 'transfer out' event type event record corresponds to a swap action for the patients of the event records.,NUMERIC
ADT_EVENTS,TO_BASE_CLASS_C,This column contains the base patient class that the patient had after this event.,INTEGER
ADT_EVENTS,USER_ID,The ID number of the user who created the event record.,VARCHAR
ADT_EVENTS,XFER_EVENT_ID,The ID number of the 'transfer out' event type event record which with this 'transfer in' event type event record corresponds to a transfer action for the patient of the event records.,NUMERIC
ADT_EVENTS,XFER_IN_EVENT_ID,The ID number of the 'transfer in' type record which with this 'transfer out' type record corresponds to a transfer action for the patient CSN of these records.,NUMERIC
ADT_EVENTS,_SURROGATEKEY,"Surrogate key used to uniquely identify rows in this (and only this) table on Cogito Cloud only, do not assume the surrogate key in this table will correspond to the surrogate key in another table",BIGINT
ALERT_ACTIONS,ACTION_TAKEN_C,Actions which the user has taken upon the alert,INTEGER
ALERT_ACTIONS,ALERT_ID,The unique ID associated with the alert record for this row.,NUMERIC
ALERT_ACTIONS,ALT_CSN_ID,Contact Serial Number for this Alert contact.,NUMERIC
ALERT_ACTIONS,CM_CT_OWNER_ID,The Community ID (CID) of the instance that owns this contact. This is populated only if you use IntraConnect.,VARCHAR
ALERT_ACTIONS,CONTACT_DATE,The date of this contact in calendar format.,DATETIME
ALERT_ACTIONS,CONTACT_DATE_REAL,This is a numeric representation of the date of this encounter in your system. The integer portion of the number specifies the date of the encounter. The digits after the decimal point indicate multiple visits on one day.,FLOAT
ALERT_ACTIONS,LINE,The Line Count,INTEGER
ALERT_HISTORY,ALERT_ALLERGEN_ID,The allergen ID of drug-allergy warning.,NUMERIC
ALERT_HISTORY,ALERT_ALLERGY_ID,The problem list record that contains the allergen for a drug-allergy warning.,NUMERIC
ALERT_HISTORY,ALERT_MED_CLASS_ID,Contains the allergen class of the medication for a cross-sensitive warning.,NUMERIC
ALERT_HISTORY,ALERT_ROOT_ALLER_ID,This column stores the allergen ID of the allergen that caused the warning to fire.,NUMERIC
ALERT_HISTORY,ALERT_TYPE_OVTIME_C,"*** Deprecated *** In table ALERT_HISTORY, the column ALERT_TYPE_OVTIME_C (ALT/1060) has been deprecated. The deprecated column's content/data is no longer available since it is no longer populated in Chronicles. The content is still available in no-add form via the column GENERAL_ALT_TYPE_C (ALT/1030) in table CLINICAL_ALERTS.",INTEGER
ALERT_HISTORY,ALLERGY_LEVEL_C,The severity level of drug-allergy warning.,INTEGER
ALERT_HISTORY,ALLERGY_REPLACE_ID,It stores the replacement allergen ID as of when the drug-allergy warning is fired.,NUMERIC
ALERT_HISTORY,ALT_ACTION_INST,"The instant when the warning is gone after some actions. For medication interactions, it is the instant after you click Override & Accept or Cancel button on the warning pop-up form.",DATETIME
ALERT_HISTORY,ALT_CSN_ID,A unique serial number for this contact. This number is unique across all warnings in the system.,NUMERIC
ALERT_HISTORY,ALT_DATE_REAL,This is a numeric representation of the date of the contact. The integer portion of the number specifies the date of the encounter. The digits after the decimal point indicate multiple times on one day.,FLOAT
ALERT_HISTORY,ALT_GROUP_INFO,"The unique value to group all warnings in the same group. For medication interactions, it will be the same for all warnings on the same warning pop-up form. You could use this column to find out all medication interactions shown at the same time.",VARCHAR
ALERT_HISTORY,ALT_ID,The unique warning ID for each warning. You could link it to CLINICAL_ALERTS.ALT_ID to get patient and vendor information in table CLINICAL_ALERTS.,NUMERIC
ALERT_HISTORY,ALT_STATUS_C,"The status category number for the warning after it was viewed in the clinical application. This describes any actions the user took on the warning. Link it to REF_ALERT_STATUS.ALT_STATUS_C to get the name, title, and abbreviation information for the warning status.",INTEGER
ALERT_HISTORY,BARCODE_ERX_ID,"If a med NDC barcode is scanned, this is the ERX ID that the NDC maps to.",NUMERIC
ALERT_HISTORY,BARCODE_ORD_ID,"When an ORD ID barcode is scanned, this is the order ID.",NUMERIC
ALERT_HISTORY,BPA_ACK_APP_OPT_C,The apply acknowledgement option that is related to an acknowledge reason that users choose in the advisory message.,INTEGER
ALERT_HISTORY,BPA_ACK_LOCKOUT_TM,"NOTE: Use column BPA_ACK_LOCKOUT_TM_FLOAT in ALT_HISTORY_2 instead for higher precision. That column is a floating point type, so it can also represent minutes instead of only hours. The lockout time associated with the acknowledge reason chosen in the advisory.",INTEGER
ALERT_HISTORY,BPA_ACK_SDE_CTXT_ID,"*** Deprecated *** Detailed BPA action information is now being stored in a new format. This change is being accompanied with new information in the EMR, the analytics database, and SlicerDicer that is replacing the information stored in this column. Information is no longer stored in the previous format so new information will not be extracted to this column.  The replacement table is listed in the Replacement Objects grid. ******",NUMERIC
ALERT_HISTORY,BPA_ACK_SDE_ID,"*** Deprecated *** Detailed BPA action information is now being stored in a new format. This change is being accompanied with new information in the EMR, the analytics database, and SlicerDicer that is replacing the information stored in this column. Information is no longer stored in the previous format so new information will not be extracted to this column.  The replacement table is listed in the Replacement Objects grid. ******",NUMERIC
ALERT_HISTORY,BPA_ACK_SDE_VALUE,"*** Deprecated *** Detailed BPA action information is now being stored in a new format. This change is being accompanied with new information in the EMR, the analytics database, and SlicerDicer that is replacing the information stored in this column. Information is no longer stored in the previous format so new information will not be extracted to this column.  The replacement table is listed in the Replacement Objects grid. ******",VARCHAR
ALERT_HISTORY,BPA_FUP_ASYNC_FRQ_C,"*** Deprecated *** Detailed BPA action information is now being stored in a new format. This change is being accompanied with new information in the EMR, the analytics database, and SlicerDicer that is replacing the information stored in this column. Information is no longer stored in the previous format so new information will not be extracted to this column.  The replacement table is listed in the Replacement Objects grid. ******",INTEGER
ALERT_HISTORY,BPA_FUP_IB_FREQ_C,"*** Deprecated *** Detailed BPA action information is now being stored in a new format. This change is being accompanied with new information in the EMR, the analytics database, and SlicerDicer that is replacing the information stored in this column. Information is no longer stored in the previous format so new information will not be extracted to this column.  The replacement table is listed in the Replacement Objects grid. ******",INTEGER
ALERT_HISTORY,BPA_TRGR_ACTION_C,Displays the activity from which the advisory fired.,INTEGER
ALERT_HISTORY,BSA_CALC_DETAIL,"The body surface area calculation details with weight, height and recorded instants.",VARCHAR
ALERT_HISTORY,BSA_SOURCE_C,The body surface area source.,INTEGER
ALERT_HISTORY,CM_CT_OWNER_ID,ID of the deployment owner for this contact.,VARCHAR
ALERT_HISTORY,CONTACT_DATE,The date of this contact in calendar format.,DATETIME
ALERT_HISTORY,CONTACT_NUM,The number of the ALT contacts for the given ALT record.,INTEGER
ALERT_HISTORY,DEFAULT_GEST_AGE,Save the default gestational age in weeks if default gestational age is used for dose checking.,INTEGER
ALERT_HISTORY,DM_ALERT_SIGN_C,"This item stores the double medication warning level, which we use as the significance level of the warning (DM1~DM9), if your vendor is G-Standaard. This item tells in what level, such as PRK or GPK, the medications are duplicated.",INTEGER
ALERT_HISTORY,DOSING_BSA,The body surface area used for dosing checking. Always stored in m2.,NUMERIC
ALERT_HISTORY,DOSING_HEIGHT,Height used for dosing warning. Always stored in inches.,NUMERIC
ALERT_HISTORY,DOSING_WEIGHT,Weight used for dose checking. Always stored in kilograms.,NUMERIC
ALERT_HISTORY,DRUG_ALLERGY_GRP_C,It stores the allergy contraindication group as of when the drug-allergy warning is fired.,INTEGER
ALERT_HISTORY,DRUG_DIS_SEV_NDDF_C,The severity level for the fired drug-disease warnings for FDB.,INTEGER
ALERT_HISTORY,DRUG_INT_BASICLVL_C,The interaction severity level for drug-drug/food/alcohol if vendor is Basic.  This column is no longer in use as Basic is no longer supported as a vendor.,INTEGER
ALERT_HISTORY,DRUG_INT_BASIC_ID,The interaction ID for drug-drug/food/alcohol if vendor is Basic. This column is no longer in use as Basic is no longer supported as a vendor.,NUMERIC
ALERT_HISTORY,DRUG_INT_FDDB_SVR_C,The interaction severity for drug-drug or drug-food warnings if the vendor is NDDF Plus (FDB).,INTEGER
ALERT_HISTORY,DRUG_INT_GS_PRES_YN,Tells if this warning needs follow up action by the prescriber. This only applies if your vendor is G-Standaard.,VARCHAR
ALERT_HISTORY,DRUG_INT_GS_RXTX_YN,Tells if this warning needs follow up action by the pharmacy technician. This only applies if your vendor is G-Standaard.,VARCHAR
ALERT_HISTORY,DRUG_INT_GS_RX_YN,Tells if this warning needs follow up action by the pharmacist. This only applies if your vendor is G-Standaard.,VARCHAR
ALERT_HISTORY,DRUG_INT_GS_SVR_C,This indicates seriousness of potential effect of this warning. This only applies if your vendor is G-Standaard.,INTEGER
ALERT_HISTORY,DRUG_INT_GS_WFG_YN,This tells if the warning is according to WFG. This only applies if your vendor is G-Standaard.,VARCHAR
ALERT_HISTORY,DRUG_INT_NDDF_SVR_C,The interaction severity for drug-drug warnings if the Medication Data Vendor is set to NDDF Plus (FDB) in System Definitions.,VARCHAR
ALERT_HISTORY,DRUG_INT_SVRTY_C,The severity level for drug-drug/food/alcohol if vendor is DTMS.,INTEGER
ALERT_HISTORY,DUP_ALERT_ALLOW,The duplicate allowance for duplicate therapy warning.,INTEGER
ALERT_HISTORY,DUP_ALERT_CLS_C,The therapy class for duplicate therapy warning.,INTEGER
ALERT_HISTORY,DUP_ALERT_SIGN_C,The signicifance level for duplicate therapy warning.,INTEGER
ALERT_HISTORY,GERI_ALRT_SEV_LVL_C,This column stores the severity level for the fired geriatric drug-age warning.,INTEGER
ALERT_HISTORY,HT_RECORD_DATETIME,The instant at which the height was recorded.,DATETIME
ALERT_HISTORY,HT_SOURCE_C,The height source.,INTEGER
ALERT_HISTORY,IMMUNIZATION_LPL_ID,The patient’s immunization problem list ID for a specific immunization-allergy interaction.,NUMERIC
ALERT_HISTORY,IMPORTANCE_LVL_C,"Stores the importance level of a warning, a value that is used to determine which warnings are displayed at the top of the interactions popup. Can be used to compare the importance of different warning types.",VARCHAR
ALERT_HISTORY,INACT_INGRED_IND_YN,It indicates whether the warning is fired because of inactive ingredient.,VARCHAR
ALERT_HISTORY,INACT_REVIEW_YN,It indicates whether the warning is fired because the medication is not 100% reviewed by vendor for inactive ingredient.,VARCHAR
ALERT_HISTORY,INT_DTMS_FDDB_ID,The interaction record ID for drug-drug/food/alcohol if the vendor is Medispan or NDDF Plus.,NUMERIC
ALERT_HISTORY,INT_MANAGE_CODE_C,It stores the management code for drug-drug interaction checking for Medi-Span.,INTEGER
ALERT_HISTORY,IS_NONFILTERED_YN,Indicate whether the warning is non-filtered.,VARCHAR
ALERT_HISTORY,IVCHEK_CSN,The corresponding Contact Serial Number for IVC.,NUMERIC
ALERT_HISTORY,IVCHEK_CSRATING_C,The compatibility status for Medispan IV warning.,INTEGER
ALERT_HISTORY,IVCHEK_SOLUTION_NUM,The corresponding solution line of IVC record for Medispan IV warning.,INTEGER
ALERT_HISTORY,IV_TEST_RESULT_C,The testing result for components for NDDF Plus (FDB).,INTEGER
ALERT_HISTORY,LACT_ALRT_SEV_LVL_C,"The severity for a lactation warning if the Medication Data Vendor is NDDF Plus (FDB) in System Definitions. Link it to ZC_NDDF_LACT_SEV.NDDF_LACT_SEV_C to get name,title,abbreviation.",INTEGER
ALERT_HISTORY,LA_AAP_C,Displays the Medi-Span Breast-Feeding AAP Code lactation warning data for an ALT record,INTEGER
ALERT_HISTORY,LA_CODE_C,Displays the Medi-Span Breast-Feeding Excreted Code lactation warning data for an ALT record,INTEGER
ALERT_HISTORY,LA_RATING_C,Displays the Medi-Span Breast-Feeding Rating lactation warning data for an ALT record,INTEGER
ALERT_HISTORY,NDC_CSN_ID,CSN for the NDC in the scanned barcode,VARCHAR
ALERT_HISTORY,ORDER_CONTEXT_C,The ordering mode category ID for the orders associated with this medication alert. If the ordering mode of all orders is Outpatient the order context is 1. If the ordering mode of all orders is Inpatient the order context is 2. If there are orders of both types then the order context is 3.,INTEGER
ALERT_HISTORY,OVERALL_OVR_CMNT,"For medication interactions, when you override & accept the warning pop-up form, if an overall override comment is given at the bottom of the form, it will be saved here. We only extract the first 255 characters.",VARCHAR
ALERT_HISTORY,OVERALL_OVR_RSN_C,"For medication interactions, when you override & accept them, if an overall override reason is given at the bottom of the warning pop-up form, it will be saved here. You could link it to REF_ALERT_OVERRIDE_REASONS.ALRT_SP_OVR_RSN_C to get name, title, and abbreviation for the reason.",INTEGER
ALERT_HISTORY,OVERRIDDEN_INT_ID,"It stores customer record ID that overrides drug-drug, drug-food, or drug-alcohol (Medi-Span).",NUMERIC
ALERT_HISTORY,PATIENT_DEP_ID,This column stores the patient's department at the time when the warning was fired.,NUMERIC
ALERT_HISTORY,PAT_CSN_ID,"*** Deprecated *** In table ALERT_HISTORY, the column PAT_CSN_ID (ALT/1010) has been deprecated. The deprecated column's content/data is no longer available since it is no longer populated in Chronicles. The content is still available in no-add form via the column PAT_CSN (ALT/110) in table CLINICAL_ALERTS.",NUMERIC
ALERT_HISTORY,PA_BRIGGS_C,Displays the Medi-Span Briggs Rating pregnancy warning data for an ALT record,INTEGER
ALERT_HISTORY,PA_FDA_C,Displays the Medi-Span FDA Risk Factor pregnancy warning data for an ALT record,INTEGER
ALERT_HISTORY,PA_PTCODE_C,Displays the Medi-Span Placental Transfer Code pregnancy warning data for an ALT record,INTEGER
ALERT_HISTORY,PEDI_ALRT_SEV_LVL_C,This column stores the severity level for the fired pediatric drug-age warning.,INTEGER
ALERT_HISTORY,PRC_MANAGE_LEVEL_C,This column stores the precaution management level for Medi-Span age/gender warnings.,INTEGER
ALERT_HISTORY,PREG_ALRT_SIG_LVL_C,"The significance for a pregnancy warning if the Medication Data Vendor is NDDF Plus (FDB) in System Definitions. Link it to ZC_NDDF_PREG_SIGN.NDDF_PREG_SIGN_C to get name,title,abbreviation.",INTEGER
ALERT_HISTORY,PROVIDER_TYPE_C,Stores a provider type for the user who triggered the warning.,VARCHAR
ALERT_HISTORY,SCANNED_BARCODE,The barcode that was scanned to cause the warning,VARCHAR
ALERT_HISTORY,SHOWN_PLACE_C,"The place where you see the warning. You could link it to REF_SHOWN_PLACE.SHOWN_PLACE_C to get name, title, and abbreviation for shown place.",INTEGER
ALERT_HISTORY,SIGN_OFF_COMMENT,The optional comments entered by the user who signed off on the warning. This is used in an regional clinical system workflow where pharmacists need to sign off on warnings that were reviewed by a pharmacy technician.,VARCHAR
ALERT_HISTORY,SIGN_OFF_DATETIME,The date and time when the user signed off on the warning. This is used in an regional clinical system workflow where pharmacists need to sign off on warnings that were reviewed by a pharmacy technician.,DATETIME
