description,name,nodeId,contentHash,loadedAt
*** Deprecated *** This column is being renamed for improved accuracy and consistency. It holds the primary plan of the LTC encounter series billing account following this event.,ENC_SERIES_TO_PLAN_ID,emr|dbo|ADT_EVENTS|ENC_SERIES_TO_PLAN_ID,91f866632d27a7e7,2026-09-06T00:00:00Z
Signifies that this event has been transformed into a different event type.,EVENT_CONVERTED_FLAG_CODE,emr|dbo|ADT_EVENTS|EVENT_CONVERTED_FLAG_CODE,57240a6b1699acca,2026-09-06T00:00:00Z
The unique identifier for the ADT_EVENT record.,EVENT_ID,emr|dbo|ADT_EVENTS|EVENT_ID,7d64289d9c039743,2026-09-06T00:00:00Z
The category value that indicates if the event record has been modified or removed.,EVENT_SUBTYPE_CODE,emr|dbo|ADT_EVENTS|EVENT_SUBTYPE_CODE,8862eec5838c7109,2026-09-06T00:00:00Z
The moment when the event record was created.,EVENT_TIME,emr|dbo|ADT_EVENTS|EVENT_TIME,daf98f38f798f14f,2026-09-06T00:00:00Z
The CATEGORY value that indicates the type of the event record.,EVENT_TYPE_CODE,emr|dbo|ADT_EVENTS|EVENT_TYPE_CODE,4cb86585f1ed7c06,2026-09-06T00:00:00Z
"The category number indicating the review status of the event. If this field is empty, it signifies that the event did not require a review.",EVNT_REVIEW_CODE,emr|dbo|ADT_EVENTS|EVNT_REVIEW_CODE,6ba8134165b4ae6d,2026-09-06T00:00:00Z
This Item logs the user who cancels an ADT contact.,EVT_CANCEL_USER_ID,emr|dbo|ADT_EVENTS|EVT_CANCEL_USER_ID,8adebf3f04df83e3,2026-09-06T00:00:00Z
This column shows if the event marks the initial admission of a patient to an inpatient-type unit with an inpatient base class.,FIRST_IP_IN_IP_FLAG,emr|dbo|ADT_EVENTS|FIRST_IP_IN_IP_FLAG,df79d5b4baea5909,2026-09-06T00:00:00Z
This column holds the primary patient class that the patient belonged to before this event occurred.,FROM_BASE_CLASS_CODE,emr|dbo|ADT_EVENTS|FROM_BASE_CLASS_CODE,14fbc7d04f56538d,2026-09-06T00:00:00Z
This column holds the current interpretation of the incoming event type.,IN_EVENT_TYPE_CODE,emr|dbo|ADT_EVENTS|IN_EVENT_TYPE_CODE,6b3a8c080474a06d,2026-09-06T00:00:00Z
"Indicates if the event is associated with a leave of absence update. 'Y' signifies that it is part of a leave of absence update, while 'N' or NULL indicates it is not.",IS_LOA_UPDATE_FLAG,emr|dbo|ADT_EVENTS|IS_LOA_UPDATE_FLAG,5aba14e097a04bad,2026-09-06T00:00:00Z
This item contains the L&D status of the encounter at the moment of the ADT event.,LABOR_STATUS_CODE,emr|dbo|ADT_EVENTS|LABOR_STATUS_CODE,19ecb3064aed8380,2026-09-06T00:00:00Z
The ID number of the most recent 'transfer in' or 'admission' type record associated with this bed for the patient ENC of these records.,LAST_IN_EVENT_ID,emr|dbo|ADT_EVENTS|LAST_IN_EVENT_ID,4216756540e61135,2026-09-06T00:00:00Z
The ID for the category of the leave of absence reason associated with the event.,LOA_REASON_CODE,emr|dbo|ADT_EVENTS|LOA_REASON_CODE,a66224dc6895f27a,2026-09-06T00:00:00Z
The ID number of the subsequent 'transfer out' or 'discharge' record associated with this bed for the patient ENC of these records.,NEXT_OUT_EVENT_ID,emr|dbo|ADT_EVENTS|NEXT_OUT_EVENT_ID,1163495f03b4055d,2026-09-06T00:00:00Z
"Indicates if an ADT event is outside the level of care. Currently, this item is only configured on the Cosmos host, with potential for future implementation in customer environments.",OFF_LEVEL_CARE_FLAG,emr|dbo|ADT_EVENTS|OFF_LEVEL_CARE_FLAG,bb3d099205289742,2026-09-06T00:00:00Z
"Indicates if an ADT event is off service. Currently, this item is only configured on the Cosmos host, with potential plans to include customer environments in a future version.",OFF_SERVICE_FLAG,emr|dbo|ADT_EVENTS|OFF_SERVICE_FLAG,2a39b9cf608c7721,2026-09-06T00:00:00Z
This item serves as a reference to the order record that directly created an ADT event.,ORDER_ID,emr|dbo|ADT_EVENTS|ORDER_ID,fdacaf6a2335f2bd,2026-09-06T00:00:00Z
"The unique identifier for the original event that this event record supersedes. If this event record has not been canceled or modified, this column will match the EVENT_ID column. This column may differ from the CANC_EVENT_ID column. If the original event has undergone multiple updates, this column will display the ID of the original event rather than the ID of the most recently replaced event.",ORIGINAL_EVENT_ID,emr|dbo|ADT_EVENTS|ORIGINAL_EVENT_ID,d168df9f2b2dbd7f,2026-09-06T00:00:00Z
The moment when the original subtype record for this event was expected to occur.,ORIG_EFF_TIME,emr|dbo|ADT_EVENTS|ORIG_EFF_TIME,f67012f627ecad2c,2026-09-06T00:00:00Z
The moment when the original subtype record for this event was created.,ORIG_EVENT_TIME,emr|dbo|ADT_EVENTS|ORIG_EVENT_TIME,0a1edb03634e8fed,2026-09-06T00:00:00Z
This column holds the current interpretation of the outgoing event type.,OUT_EVENT_TYPE_CODE,emr|dbo|ADT_EVENTS|OUT_EVENT_TYPE_CODE,e85fbca3cd962d1d,2026-09-06T00:00:00Z
The category value that corresponds to the patient's classification in the event record at the effective time.,PATIENT_CLASS_CODE,emr|dbo|ADT_EVENTS|PATIENT_CLASS_CODE,2aa7b04dddfc7e1f,2026-09-06T00:00:00Z
"*** Deprecated *** The content of the deprecated column is no longer accessible as it is not populated in the source system. This column provides a numeric representation of the encounter date in your system, where the integer part indicates the date and the digits following the decimal point represent multiple visits on the same day.",PATIENT_ENC_DATE_REAL,emr|dbo|ADT_EVENTS|PATIENT_ENC_DATE_REAL,66c08a1a9dc92a7b,2026-09-06T00:00:00Z
The ID of the patient associated with the event record at the specified effective time.,PATIENT_ID,emr|dbo|ADT_EVENTS|PATIENT_ID,8fe35b66706b373a,2026-09-06T00:00:00Z
The category value that indicates the level of care for the patient in the event record at the specified effective time.,PATIENT_LVL_OF_CARE_CODE,emr|dbo|ADT_EVENTS|PATIENT_LVL_OF_CARE_CODE,e8e5afb7173579d1,2026-09-06T00:00:00Z
The category value related to the hospital service for the patient in the event record at the specified effective time.,PATIENT_SERVICE_CODE,emr|dbo|ADT_EVENTS|PATIENT_SERVICE_CODE,b9d4bcc9f25e743b,2026-09-06T00:00:00Z
"*** Deprecated *** In the ADT_EVENTS table, the PREV_EVENT_ID column is no longer in use. To identify the previous event for a transfer in event, refer to the ADT_EVENTS.XFER_EVENT_ID column; for a patient update event, use the combination of ADT_EVENTS.ENCOUNTER_ID and ADT_EVENTS.SEQ_NUM_IN_ENC-1 (which is ADT_EVENTS.SEQ_NUM_IN_ENC minus one). This column provides the ID of the last non-canceled ADT event based on effective time, allowing you to assess pre-update or pre-transfer values, such as changes in a patient's patient class.",PREV_EVENT_ID,emr|dbo|ADT_EVENTS|PREV_EVENT_ID,ee7b9451018380e9,2026-09-06T00:00:00Z
The moment when the most recent prior update subtype record for this event was expected to occur.,PREV_UPD_EFF_TIME,emr|dbo|ADT_EVENTS|PREV_UPD_EFF_TIME,738c233cc83efcbd,2026-09-06T00:00:00Z
The moment when the most recent previous update subtype record for this event was created.,PREV_UPD_EVNT_TIME,emr|dbo|ADT_EVENTS|PREV_UPD_EVNT_TIME,54d5dca6983731d9,2026-09-06T00:00:00Z
The category value that indicates the reason for the undoing or correction of the event record.,REASON_CODE,emr|dbo|ADT_EVENTS|REASON_CODE,18bb3c08e6366c1c,2026-09-06T00:00:00Z
The date and time at which the user reviewed this event.,REVIEW_DTTM,emr|dbo|ADT_EVENTS|REVIEW_DTTM,08814ee6d4ef4eb0,2026-09-06T00:00:00Z
The unique identifier for the user who provided a review for this event.,REVIEW_USER_ID,emr|dbo|ADT_EVENTS|REVIEW_USER_ID,acdb1ba2e4c15038,2026-09-06T00:00:00Z
The SERIAL_NUMBER for the room contact associated with the event record. This number is unique among all room contacts in the system.,ROOM_ENC_ID,emr|dbo|ADT_EVENTS|ROOM_ENC_ID,4cd830a6dca053f5,2026-09-06T00:00:00Z
The ID number of the room associated with the event record at the time it is effective.,ROOM_ID,emr|dbo|ADT_EVENTS|ROOM_ID,a03c4283ab335aae,2026-09-06T00:00:00Z
This column holds a sequence number that determines the proper order of events when several events for the same bed occur within the same minute.,SEQ_NUM_IN_BED_MIN,emr|dbo|ADT_EVENTS|SEQ_NUM_IN_BED_MIN,03e392cf782e8e0c,2026-09-06T00:00:00Z
"This column holds the sequence number for the event within a patient encounter, allowing for the determination of the order of events. Only events that are not canceled are included in this sequence.",SEQ_NUM_IN_ENC,emr|dbo|ADT_EVENTS|SEQ_NUM_IN_ENC,0bff4175a91ab97d,2026-09-06T00:00:00Z
"The unique identifier for the Patient Location event that resulted in this Admission, Discharge, Transfer, or Leave of Absence (ADT) event. This indicates that the ADT event was generated from a Patient Location update.",SOURCE_LOC_EVNT_ID,emr|dbo|ADT_EVENTS|SOURCE_LOC_EVNT_ID,987f2d4990801422,2026-09-06T00:00:00Z
The CATEGORY_ID of the financial classification related to the primary payer for the associated event. This column will be populated only for admissions that allow split accounts.,SPLIT_ACCT_FINANCIAL_CLASS_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_FINANCIAL_CLASS_CODE,476f8bb07ef00592,2026-09-06T00:00:00Z
The CATEGORY_ID of the financial class before this event occurred.,SPLIT_ACCT_FROM_FIN_CLASS_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_FROM_FIN_CLASS_CODE,1069b9a44d4cdcb2,2026-09-06T00:00:00Z
The unique identifier of the payer before this event.,SPLIT_ACCT_FROM_PAYER_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_FROM_PAYER_ID,3c8931d48d6e8ef2,2026-09-06T00:00:00Z
The unique identifier of the plan before this event occurred.,SPLIT_ACCT_FROM_PLAN_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_FROM_PLAN_ID,8d2300afe1d3a176,2026-09-06T00:00:00Z
The unique identifier for the hospital account related to the event. This column will be populated only for admissions that allow split accounts.,SPLIT_ACCT_HOSP_ACCOUNT_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_HOSP_ACCOUNT_ID,ae83a14267aea43f,2026-09-06T00:00:00Z
The EVENT_TYPE_CATEGORY_ID represents the category ID of the financial class associated with this event.,SPLIT_ACCT_IN_FIN_CL_EV_TYP_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_IN_FIN_CL_EV_TYP_CODE,0d675157760234d8,2026-09-06T00:00:00Z
The unique identifier for the incoming payer associated with this event.,SPLIT_ACCT_IN_PAYER_EV_TYP_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_IN_PAYER_EV_TYP_CODE,0ebd2b9788e34681,2026-09-06T00:00:00Z
The unique identifier for the incoming payer associated with this event.,SPLIT_ACCT_IN_PLAN_EV_TYP_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_IN_PLAN_EV_TYP_CODE,0ebd2b9788e34681,2026-09-06T00:00:00Z
The EVENT_TYPE_CATEGORY_ID of the outgoing financial class associated with this event.,SPLIT_ACCT_OUT_FIN_CL_EV_TYP_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_OUT_FIN_CL_EV_TYP_CODE,e3264d40812053be,2026-09-06T00:00:00Z
The unique identifier for the outgoing payer associated with this event.,SPLIT_ACCT_OUT_PAYER_EV_TYP_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_OUT_PAYER_EV_TYP_CODE,2e82517254774866,2026-09-06T00:00:00Z
The unique identifier for the outgoing payer associated with this event.,SPLIT_ACCT_OUT_PLAN_EV_TYP_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_OUT_PLAN_EV_TYP_CODE,2e82517254774866,2026-09-06T00:00:00Z
The unique identifier for the primary payer responsible for the related event. This column will be populated only for admissions that allow split accounts.,SPLIT_ACCT_PRIMARY_PAYER_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_PRIMARY_PAYER_ID,d1b450e87474c7f4,2026-09-06T00:00:00Z
The unique identifier for the primary plan responsible for the related event. This column will be populated only for admissions that allow split accounts.,SPLIT_ACCT_PRIMARY_PLAN_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_PRIMARY_PLAN_ID,7a4287797608e07b,2026-09-06T00:00:00Z
The CATEGORY_ID of the financial class following this event.,SPLIT_ACCT_TO_FIN_CLASS_CODE,emr|dbo|ADT_EVENTS|SPLIT_ACCT_TO_FIN_CLASS_CODE,bd40d58e80492306,2026-09-06T00:00:00Z
The unique identifier of the payer following this event.,SPLIT_ACCT_TO_PAYER_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_TO_PAYER_ID,f92c858f7fe056db,2026-09-06T00:00:00Z
The unique identifier of the plan following this event.,SPLIT_ACCT_TO_PLAN_ID,emr|dbo|ADT_EVENTS|SPLIT_ACCT_TO_PLAN_ID,8c249e75f3892564,2026-09-06T00:00:00Z
The category value that indicates the status of the bed in the event record at the time of the event.,STATUS_OF_BED_CODE,emr|dbo|ADT_EVENTS|STATUS_OF_BED_CODE,42aacd2c92b46be3,2026-09-06T00:00:00Z
The ID number of the 'TRANSFER_IN' event type record that corresponds to a swap action with this 'TRANSFER_OUT' event type record for the patients of the event records.,SWAP_EVENT_ID,emr|dbo|ADT_EVENTS|SWAP_EVENT_ID,1ff9730e1adfc7f0,2026-09-06T00:00:00Z
This column indicates the primary patient class assigned to the patient following this event.,TO_BASE_CLASS_CODE,emr|dbo|ADT_EVENTS|TO_BASE_CLASS_CODE,4cfa28ded0fee0eb,2026-09-06T00:00:00Z
The ID number of the user who generated the event record.,USER_ID,emr|dbo|ADT_EVENTS|USER_ID,e51f682afe5d8f74,2026-09-06T00:00:00Z
The ID number of the 'TRANSFER_OUT' event type record that corresponds to a transfer action for the patient related to this 'TRANSFER_IN' event type record.,XFER_EVENT_ID,emr|dbo|ADT_EVENTS|XFER_EVENT_ID,5abea67c072eb97a,2026-09-06T00:00:00Z
The ID number of the 'transfer in' type record that corresponds to this 'transfer out' type record for the patient's ENC related to these records.,XFER_IN_EVENT_ID,emr|dbo|ADT_EVENTS|XFER_IN_EVENT_ID,62e509619df8acc9,2026-09-06T00:00:00Z
The SURROGATE_KEY is utilized to uniquely identify rows within this specific table on Cogito Cloud. It should not be assumed that the SURROGATE_KEY in this table will match the SURROGATE_KEY in any other table.,_SURROGATEKEY,emr|dbo|ADT_EVENTS|_SURROGATEKEY,7366baab377a4bb2,2026-09-06T00:00:00Z
User actions performed in response to the alert.,ACTION_TAKEN_CODE,emr|dbo|ALERT_ACTIONS|ACTION_TAKEN_CODE,b732c406f1172778,2026-09-06T00:00:00Z
The unique identifier linked to the alert record for this row.,ALERT_ID,emr|dbo|ALERT_ACTIONS|ALERT_ID,277ba12019bc0531,2026-09-06T00:00:00Z
ENCOUNTER_ID is the identifier for the Alert contact associated with this encounter.,ALT_ENCOUNTER_ID,emr|dbo|ALERT_ACTIONS|ALT_ENCOUNTER_ID,fd2c8865556c76f1,2026-09-06T00:00:00Z
The COMMUNITY_ID of the instance that owns this contact is populated only when IntraConnect is utilized.,CM_CT_OWNER_ID,emr|dbo|ALERT_ACTIONS|CM_CT_OWNER_ID,fa5dfa958fce8e8e,2026-09-06T00:00:00Z
The date of this contact presented in a calendar format.,CONTACT_DATE,emr|dbo|ALERT_ACTIONS|CONTACT_DATE,12e11afdb404fc78,2026-09-06T00:00:00Z
"This is a numeric format for the date of the encounter in your system. The integer part represents the date, while the digits following the decimal point denote multiple visits on that same day.",CONTACT_DATE_REAL,emr|dbo|ALERT_ACTIONS|CONTACT_DATE_REAL,7fc5a1eae163f041,2026-09-06T00:00:00Z
The LINE_COUNT represents the total number of lines.,LINE,emr|dbo|ALERT_ACTIONS|LINE,bb3c402fc5470418,2026-09-06T00:00:00Z
The ALLERGEN_ID associated with the drug-allergy warning.,ALERT_ALLERGEN_ID,emr|dbo|ALERT_HISTORY|ALERT_ALLERGEN_ID,c923c5359dba4ce4,2026-09-06T00:00:00Z
The record in the problem list that includes the allergen associated with a drug-allergy warning.,ALERT_ALLERGY_ID,emr|dbo|ALERT_HISTORY|ALERT_ALLERGY_ID,ad6c0780f04fae24,2026-09-06T00:00:00Z
Holds the allergen class of the medication for a cross-sensitivity alert.,ALERT_MED_CLASS_ID,emr|dbo|ALERT_HISTORY|ALERT_MED_CLASS_ID,cff85afaa2380f2e,2026-09-06T00:00:00Z
This column contains the ALLERGEN_ID of the allergen that triggered the warning.,ALERT_ROOT_ALLER_ID,emr|dbo|ALERT_HISTORY|ALERT_ROOT_ALLER_ID,9d34c4ca16b08dc6,2026-09-06T00:00:00Z
"The column ALERT_TYPE_OVTIME_CODE in the ALERT_HISTORY table has been deprecated and is no longer populated in the source system, making its data unavailable. However, the information can still be accessed in no-add form through the column GENERAL_ALT_TYPE_CODE in the CLINICAL_ALERTS table.",ALERT_TYPE_OVTIME_CODE,emr|dbo|ALERT_HISTORY|ALERT_TYPE_OVTIME_CODE,24e37c8c305feeef,2026-09-06T00:00:00Z
The level of severity associated with a drug-allergy warning.,ALLERGY_LEVEL_CODE,emr|dbo|ALERT_HISTORY|ALLERGY_LEVEL_CODE,306481f80e5b7d54,2026-09-06T00:00:00Z
It holds the replacement allergen ID at the time the drug-allergy warning is triggered.,ALLERGY_REPLACE_ID,emr|dbo|ALERT_HISTORY|ALLERGY_REPLACE_ID,9e46df214e8a4c5a,2026-09-06T00:00:00Z
"The moment when the warning is dismissed following certain actions. For medication interactions, this occurs immediately after clicking the Override & Accept or Cancel button on the warning pop-up form.",ALT_ACTION_INST,emr|dbo|ALERT_HISTORY|ALT_ACTION_INST,348ff8744c0c0303,2026-09-06T00:00:00Z
"This is a numeric format for the date of the contact. The integer part indicates the date of the encounter, while the decimal portion represents multiple times on that same day.",ALT_DATE_REAL,emr|dbo|ALERT_HISTORY|ALT_DATE_REAL,b8d30268df55cf68,2026-09-06T00:00:00Z
"A unique serial number assigned to this contact, which is distinct across all warnings in the system.",ALT_ENCOUNTER_ID,emr|dbo|ALERT_HISTORY|ALT_ENCOUNTER_ID,617cc97d3e00d3c1,2026-09-06T00:00:00Z
"The unique value used to categorize all warnings within the same group. For medication interactions, this value will be consistent across all warnings displayed in the same warning pop-up form, allowing for the identification of all medication interactions presented simultaneously.",ALT_GROUP_INFO,emr|dbo|ALERT_HISTORY|ALT_GROUP_INFO,f08a4ed4443feb16,2026-09-06T00:00:00Z
The unique identifier for each warning. It can be associated with CLINICAL_ALERTS.ALT_ID to retrieve patient and vendor details from the CLINICAL_ALERTS table.,ALT_ID,emr|dbo|ALERT_HISTORY|ALT_ID,e4b962a3b37b3c52,2026-09-06T00:00:00Z
